Got 23486 articles
24224880 2013 8
24224717 2014 5
24206851 2013 1
24224159 2013 8
24223947 2013 5
24223877 2013 5
24223594 2013 4
24223554 2013 4
24222668 2014 6
24221357 2014 5
24220314 2014 1
24220009 2014 4
24219894 2014 12
24219699 2014 4
24219628 2014 7
24219418 2013 6
24218625 2013 5
24218255 2014 3
24218073 2014 4
24217962 2014 6
24217925 2014 1
24217719 2014 2
24216972 2014 4
24216610 2014 8
24215947 2013 1
24215939 2014 17
24215844 2014 6
24215735 2014 18
24215329 2014 3
24215025 2014 2
24214981 2013 8
24213355 2014 12
24212883 2014 67
24211721 2014 9
24210598 2014 7
24210590 2014 11
24210550 2014 3
24207131 2014 7
24206459 2013 21
24206446 2014 4
24205802 2014 5
24205296 2013 9
24205269 2013 9
24204959 2013 8
24204759 2013 9
24204315 2013 9
24204285 2013 5
24202053 2013 9
24201893 2014 9
24201706 2014 11
24201465 NA 2
24201398 2013 5
24201322 2014 7
24200370 2014 2
24200236 2013 8
24200027 2013 9
24199668 2014 3
24199384 NA 7
24198438 2013 6
24197900 2014 4
24197436 2013 2
24196121 2014 6
24194455 2013 12
24192164 2013 3
24191651 2013 4
24191010 2013 7
24190961 2014 12
24190921 2013 1
24189462 2014 27
24189342 2014 11
24189295 2013 6
24189043 2013 2
24188867 2014 2
24188865 2014 7
24187998 2013 7
24187339 2013 2
24186963 2014 8
24184488 NA 14
24184346 2014 6
24182940 2014 2
24176678 2014 6
24176312 2014 4
24176029 2013 7
24173800 2013 5
24171418 2014 5
24168904 2014 13
24168821 2014 4
24167521 2013 2
24166762 2014 7
24166019 2013 1
24163104 2014 14
24161809 2013 1
24161612 2014 6
24161415 2014 4
24161338 2014 3
24161205 2014 9
24160635 2013 4
24160418 2014 4
24158498 2014 6
24158275 2014 7
24157921 2014 6
24157526 2013 8
24157435 2013 3
24156271 2013 1
24155720 2013 4
24155174 2014 7
24153341 2014 7
24153301 2013 2
24152336 2014 4
24151956 2013 5
24151763 2013 8
24148898 2014 12
24148871 2013 4
24148665 2013 3
24148530 2013 4
24146912 2013 7
24146880 2013 4
24146546 2013 4
24145220 2014 4
24144883 2014 9
24141856 2014 4
24141097 2013 13
24140681 2014 5
24140321 2013 4
24140256 2013 4
24140180 2014 5
24140166 2014 5
24138823 2013 5
24138810 2013 2
24138454 2014 3
24138107 2013 8
24135983 2014 13
24135261 2013 2
24134899 2014 7
24133251 2013 6
24132877 2014 3
24132641 2013 7
24132094 2013 2
24131996 2013 12
24131726 2014 8
24131662 2014 11
24131341 2014 2
24131244 2013 4
24131202 2013 12
24129358 2014 4
24128328 2013 14
24128116 2013 6
24127938 2013 1
24127309 2014 5
24127297 2014 3
24127166 2014 1
24126884 2013 3
24126854 2014 4
24126620 2014 10
24126087 2014 5
24125892 2014 2
24125856 2014 8
24125832 2014 5
24125718 2014 3
24125475 2014 7
24124599 2013 2
24124585 2013 2
24124545 2013 11
24124451 2013 13
24123671 2013 9
24123527 2013 2
24122730 2014 9
24121310 2013 11
24121055 2014 8
24120922 2013 5
24120572 2013 5
24120355 NA 4
24120333 2013 4
24120325 2013 3
24120282 NA 10
24119143 2014 6
24119104 2013 2
24118506 2014 8
24118498 2014 8
24118384 2014 13
24118234 2013 19
24117912 2013 6
24117866 2014 3
24117241 2014 2
24117206 2014 5
24117102 2014 2
24117035 2013 1
24116711 2013 3
24116346 2013 6
24115542 2013 3
24115455 2013 11
24114808 2013 3
24111638 2014 6
24111586 2013 2
24111559 2014 9
24111534 2014 4
24107468 2013 14
24106771 2013 5
24106754 2013 5
24106334 2014 2
24105866 2013 6
24105002 2013 6
24104350 2013 2
24103017 2014 5
24102554 2013 4
24102498 2013 5
24102286 2014 3
24101494 2013 8
24101482 2013 4
24101469 2013 6
24100405 2013 5
24100337 2014 10
24099801 2013 6
24098844 2012 1
24098817 2013 7
24098668 2013 11
24098534 2013 4
24098432 2013 9
24096964 2013 9
24096771 2013 13
24096018 2014 4
24095908 2014 5
24094833 2013 5
24093157 2013 3
24093061 2013 11
24092637 2013 6
24092356 2014 3
24091735 2013 4
24090843 2013 4
24090812 2013 8
24090359 2013 10
24090102 2013 3
24090076 2013 4
24089806 2013 3
24089459 2013 5
24088818 2014 7
24088262 2013 4
24086950 2013 3
24086280 2013 3
24086255 2013 4
24085405 2013 6
24085295 2013 3
24084548 2013 4
24084373 2013 16
24084221 2014 4
24083637 2013 9
24082302 2013 7
24082059 2013 8
24080851 2014 5
24080700 2013 5
24080526 2014 6
24080228 2014 9
24080156 2014 3
24080123 2013 3
24079909 2013 3
24079336 2013 4
24078619 2013 4
24078334 2014 6
24077606 2013 3
24077453 2013 5
24077244 2013 14
24076363 2014 5
24075980 2013 6
24075413 2013 4
24074973 2013 10
24074749 2014 1
24074744 2013 4
24074264 2013 11
24072709 2013 10
24072519 2013 2
24072173 2013 8
24072078 2014 4
24070862 2013 3
24070498 2013 4
24070399 2013 5
24069399 2013 4
24068286 2014 2
24067744 2014 10
24067128 2013 4
24064077 2013 1
24033894 2013 9
24065782 2013 3
24065032 2013 3
24063514 2013 6
24062521 2013 4
24062410 2014 6
24062006 2013 8
24060868 2013 10
24060449 2014 7
24059847 2013 10
24056956 2013 5
24056890 2014 4
24056280 2013 2
24056142 2014 3
24056054 2013 5
24056027 2014 7
24055894 2013 3
24055751 2013 6
24055748 2013 6
24055347 2013 6
24055346 2013 10
24055182 2014 3
24055139 2014 24
24053999 2014 6
24053831 2013 7
24053696 2013 9
24053601 2014 5
24052804 2013 7
24052309 2013 7
24051805 2013 4
24051800 2013 2
24051344 2013 4
24051136 2013 6
24050989 2013 6
24049176 2013 4
24049066 2014 10
24048823 2014 3
24048280 2013 2
24047410 2013 5
24047404 2013 8
24047340 2013 8
24047275 2013 4
24046869 2013 5
24045795 2013 3
24045778 2013 5
24045573 2014 4
24045445 2014 4
24045205 2013 5
24045099 2013 5
24045062 2014 8
24043891 2013 6
24043489 2013 8
24043395 2014 9
24043305 2013 7
24041876 2014 20
24041703 2013 5
24041349 NA 4
24041348 NA 4
24041159 2013 1
24040972 2013 6
24040111 2013 12
24039869 2013 6
24039759 2013 7
24039446 2013 7
24039015 2014 4
24038870 2014 9
24038708 2014 8
24038635 2013 4
24037900 2014 7
24037762 2013 7
24037578 2013 2
24037568 2013 4
24036676 2013 7
24036111 2013 3
24035278 2014 12
24033660 2014 8
24033492 2014 11
24033017 2013 2
24033016 2013 2
24032765 2013 4
24032653 2014 4
24032557 2013 4
24031055 2013 4
24031028 2014 14
24030272 2013 3
24029364 2013 11
24028615 2013 4
24028292 2013 7
24028171 2014 3
24027510 2013 3
24026093 2013 3
24024695 2013 7
24023895 2013 8
24023733 2013 5
24022674 2014 2
24021939 2013 3
24019482 2013 6
24019229 2013 7
24018716 2013 3
24018273 2013 5
24018184 2013 5
24016864 2014 6
24016863 2014 6
24016855 2013 9
24016779 NA 3
24016711 2013 8
24014585 2013 3
24014477 2014 5
24014314 2013 26
24014288 2013 3
24012995 2013 5
24012581 2014 6
24012477 2013 10
24011652 2013 10
24011590 2013 13
24011314 2013 2
24010853 2013 1
24010811 2013 6
24010022 2013 7
24009588 2013 3
24009488 2013 4
24009118 2013 4
24008674 2013 4
24008333 2013 9
24008236 2013 6
24008184 2014 5
24007696 2014 12
24007263 2013 4
24006853 2013 7
24006261 2013 9
24005040 2013 4
24004897 2013 6
24003980 2013 5
24003947 2014 3
24002378 2013 14
24002375 2013 6
24001880 2013 8
24001463 2013 5
24001040 2013 6
24000375 2014 7
23999415 2014 4
23999288 2013 8
23998546 2013 7
23998285 2013 5
23996604 2014 8
23996388 2013 4
23996160 2014 1
23995084 2013 6
23994519 2013 8
23994255 2014 5
23993578 2013 4
23992955 2013 5
23989773 2013 4
23989388 2014 7
23988892 NA 9
23988843 2014 19
23988763 2014 5
23988647 2013 5
23986527 2013 7
23986475 2013 6
23986301 2013 4
23986257 2013 8
23985560 2013 8
23985335 2014 4
23984280 2013 5
23980649 2013 1
23979179 2013 6
23978475 2013 7
23977413 2013 10
23977060 2013 6
23975841 2014 9
23975814 2013 3
23975766 2013 3
23973722 2013 3
23973313 2013 5
23973252 2014 9
23972727 2013 8
23971742 2014 5
23971599 2013 3
23971543 2013 2
23969725 2013 4
23966983 2013 5
23966981 2013 3
23966555 2013 7
23966509 2013 4
23966244 2013 6
23966109 2013 8
23966107 2013 3
23965391 2013 4
23964937 2013 2
23964408 2013 1
23964403 2013 1
23963937 2013 2
23963919 2013 3
23963511 2013 3
23962838 2013 3
23962163 2013 4
23962042 2013 9
23962038 2014 3
23959676 2013 4
23958440 2014 7
23958320 2013 6
23957497 2013 1
23957253 2013 15
23956253 2013 29
23955336 2013 4
23954790 2013 7
23954750 2014 2
23954186 2013 3
23954100 2013 5
23953762 2013 4
23952942 2014 1
23952606 2013 7
23952399 2013 4
23952070 2014 6
23951554 2013 12
23949589 2013 7
23949249 2013 8
23949004 2013 11
23948321 2013 14
23948317 2013 4
23948237 2013 3
23947604 2013 3
23947312 2013 3
23946832 2013 5
23945718 2013 6
23945688 2013 9
23945504 2013 13
23945181 2013 10
23944385 2014 4
23944273 2013 5
23943798 2013 6
23943728 2013 9
23943490 2013 2
23943489 2013 2
23943488 2013 2
23943485 2013 2
23943484 2013 2
23943483 2013 2
23943482 2013 2
23943478 2013 3
23943477 2013 2
23943476 2013 2
23943475 2013 1
23942714 2013 6
23942319 2014 9
23941811 2013 6
23941403 2013 4
23940841 2013 6
23940754 2013 9
23940733 2013 10
23940650 2013 6
23940334 2013 7
23940204 2013 6
23939192 2013 6
23938107 NA 10
23936558 2013 4
23936131 2013 6
23934827 2014 9
23934734 2013 1
23934094 2014 3
23933957 2013 5
23932664 2013 12
23932394 2014 1
23932247 2013 14
23930547 2013 3
23929779 2013 9
23929591 2014 6
23929260 2014 11
23928002 2014 20
23927897 2013 2
23927314 2013 9
23926921 2013 5
23926574 2013 8
23926208 2013 4
23925557 2013 5
23924757 2014 8
23924180 2013 2
23922748 2013 6
23921638 2013 6
23919655 2013 5
23919507 2013 2
23918050 2013 10
23917220 2013 5
23916840 2013 8
23915994 2013 6
23915638 2014 5
23915073 2013 4
23913364 2014 6
23911477 2013 7
23911434 2013 6
23911396 2013 4
23910914 2014 5
23910735 2014 3
23910709 2013 7
23910431 2013 1
23909953 2014 2
23909892 2013 21
23909380 2014 5
23908645 2013 4
23908026 2013 4
23907926 2013 5
23907394 2013 6
23906648 2013 3
23906216 2013 4
23906043 2013 3
23906003 2014 3
23905569 2013 6
23904990 2013 4
23904852 2013 3
23904677 2013 3
23904470 2014 7
23904405 2013 7
23904182 2013 7
23903301 2013 3
23903011 2013 11
23902720 2013 3
23902313 2013 5
23902303 2013 2
23902087 2013 4
23882061 2013 2
23900769 2013 10
23900653 2013 3
23900593 2013 11
23899560 2013 2
23899369 2013 5
23899226 2013 4
23899087 2013 6
23899002 2013 3
23898838 2013 1
23898413 2013 4
23897719 2013 5
23897689 2013 1
23897287 2013 2
23897285 2014 3
23896755 2013 8
23895629 2014 2
23894464 2013 23
23894373 2013 3
23894309 2013 22
23893247 2013 3
23892714 2013 3
23891315 2013 3
23891033 2013 3
23890984 2013 6
23890660 2013 2
23890553 2013 5
23889295 2013 7
23889261 2014 9
23888024 2013 15
23886849 2013 3
23886548 2014 7
23886393 2014 3
23885139 2013 6
23885020 2013 13
23884410 2013 14
23883954 2013 2
23883763 2013 2
23883682 2013 5
23881388 2013 16
23881312 2013 6
23879680 2014 7
23878361 2013 11
23878063 2014 11
23876055 2013 4
23875570 2014 3
23874884 2013 13
23874353 2013 2
23874345 2013 3
23874304 2013 4
23873630 2013 8
23873326 2014 5
23873026 2014 9
23872978 2013 4
23872968 2013 5
23872730 2013 12
23872692 2013 10
23872303 2013 6
23871764 2014 3
23871028 2013 13
23870103 2013 6
23869947 2014 3
23869730 2013 4
23869728 2013 4
23869667 2013 7
23869059 2013 6
23868085 2013 8
23867727 2013 10
23867544 2013 8
23866910 2013 11
23864817 2013 6
23863894 2013 16
23863837 2013 5
23860927 2013 3
23860468 2013 2
23860366 2013 13
23860044 2014 12
23859789 2013 4
23858091 2013 5
23856986 2013 4
23856279 2013 6
23855889 2013 8
23855488 2014 5
23853073 2013 2
23852647 2014 11
23850549 2013 6
23850305 2013 11
23848216 2013 3
23848183 2013 5
23846166 2014 5
23844048 2013 7
23843496 2013 9
23843475 2013 8
23843469 2014 7
23842805 2013 2
23842679 2013 8
23842128 2013 16
23842081 2013 7
23841636 2013 5
23841452 2013 5
23840595 2013 7
23840582 2013 16
23840556 2013 4
23839923 2013 4
23839860 2013 1
23839660 2013 6
23839488 2013 3
23838979 2014 7
23838867 2013 5
23838598 2014 4
23838571 2013 7
23838278 2013 4
23838204 2013 4
23837821 2013 14
23837773 2013 7
23837617 2013 3
23836703 2013 7
23835012 2014 5
23834410 2013 4
23834392 2014 4
23834246 2013 3
23834238 2013 6
23834212 2013 2
23833022 2013 3
23831605 2013 6
23830903 2013 5
23830760 2013 8
23830618 2013 8
23830129 2013 3
23829646 2013 8
23827659 2013 6
23827469 2013 7
23827251 2013 1
23827203 2013 6
23827161 2013 4
23827084 2013 8
23826655 2013 7
23825329 2013 5
23824423 2013 9
23823188 2013 2
23822490 2013 3
23820677 2013 4
23820635 2013 1
23820473 NA 4
23819809 2014 4
23819644 2013 7
23818753 2013 5
23818287 2014 5
23818254 2013 10
23817571 2013 68
23817567 2013 5
23817411 2013 7
23815357 2013 6
23814346 2013 8
23814271 2013 6
23813507 2013 4
23812771 2013 4
23812384 2013 6
23811494 2014 6
23811362 2013 4
23810468 2013 2
23810186 2013 5
23809978 2013 1
23808895 2013 3
23808399 2014 7
25202568 2013 5
23806569 2013 5
23806438 2013 4
23806334 2013 10
23805253 2013 5
23804573 2014 11
23804530 2014 6
23803765 2013 56
23803752 2013 4
23803387 2013 4
23803160 NA 2
23802743 2014 8
23802595 2013 9
23802006 2013 2
23801634 2013 14
23800880 2013 15
23799418 2014 8
23798710 2014 2
23796817 2013 2
23794592 2013 3
23791174 2013 2
23794362 2013 2
23794074 2014 3
23794038 2013 6
23793858 2013 5
23792119 2013 9
23791974 2013 3
23791159 2014 10
23790512 2014 12
23790131 2013 4
23788758 2013 29
23788577 2013 3
23788014 2014 3
23786671 2013 3
23785471 2013 4
23785422 2013 9
23785369 2013 4
23785020 2013 5
23784879 2013 3
23784824 2013 8
23782871 2014 5
23782270 2013 2
23782110 2013 4
23780368 2013 11
23777212 2013 4
23776673 2013 3
23776529 2013 8
23776249 2013 3
23776165 2013 7
23775818 2013 3
23775673 2013 3
23774460 2014 5
23774442 2013 7
23774289 2013 4
23774184 2013 6
23773813 2013 3
23773470 2013 1
23773359 2013 4
23772942 2013 46
23772388 2013 7
23770838 2013 2
23769875 2013 4
23769819 2013 7
23768921 NA 3
23768870 2013 4
23766634 2013 5
23766333 2014 20
23765950 2013 8
23765678 2013 4
23765677 2013 3
23765569 2013 22
23765404 2013 7
23763682 2013 2
23763632 2013 6
23763425 2014 14
23763259 2013 9
23761642 2013 6
23761442 2013 5
23759745 2013 5
23759576 2013 2
23758617 2013 6
23758490 2013 19
23758126 2013 5
23757772 2013 1
23757094 2014 4
23756440 2014 28
23755234 2013 9
23755131 2013 13
23754956 2013 30
23751493 2013 12
23750665 2014 3
23748879 2014 3
23748055 2013 6
23747640 2013 7
23747622 2013 6
23747352 2013 4
23747161 2013 6
23746745 2013 9
23746609 2013 1
23746544 2013 6
23746520 2013 4
23746451 2013 11
23746217 2014 8
23745613 2013 5
23744766 2013 12
23744654 2013 3
23743184 2013 6
23743026 2013 4
23742627 2013 7
23742588 2013 11
23742169 2013 6
23740933 2013 4
23740742 2013 3
23739538 2013 7
23739325 2013 15
23739012 2014 9
23738724 2013 3
23738639 2013 1
23738637 2013 1
23738334 2013 10
23738219 2013 3
23737805 2013 5
23737553 2013 10
23736366 2014 6
23736354 2014 5
23736084 2013 4
23735630 2013 4
23734154 2013 3
23733911 2014 9
23733355 2014 6
23733234 2013 3
23732952 2013 2
23732643 2013 12
23732268 2013 7
23731946 2013 5
23731889 2013 4
23731222 NA 9
23730746 2013 5
23730307 2013 5
23729926 2013 4
23729237 2013 12
23729164 2013 3
23727937 2013 2
23727386 2014 2
23727368 2013 5
23726797 2013 5
23726145 2013 4
23725736 2013 7
23725572 2013 3
23724738 2013 5
23724734 2013 4
23724041 2013 11
23723326 2014 12
23723031 2012 6
23722186 2013 5
23722179 2013 4
23721084 2013 8
23720666 2013 4
23720664 2013 5
23720595 2013 5
23720134 2013 8
23719975 2013 3
23718657 2013 5
23717545 2013 6
23716353 2014 5
23715776 2013 8
23715517 NA 3
23714750 2014 52
23713213 2013 4
23712017 2013 6
23710758 2014 4
23710644 2014 4
23710544 2013 6
23709615 2013 6
23709177 2014 5
23708430 2013 7
23707729 2013 3
23705751 2013 8
23705588 2013 2
23705582 2013 8
23705001 2013 5
23704994 2013 4
23704713 2013 11
23703825 NA 5
23703652 2013 8
23702971 2013 4
23702948 2013 8
23701434 2013 4
23701137 NA 5
23698765 2013 6
23697999 2013 5
23697875 2014 6
23696543 2013 4
23696276 2014 10
23695525 2013 3
23692613 2013 6
23692519 2013 8
23692131 2014 1
23692034 2013 9
23691031 2013 10
23690403 2013 10
23689808 2013 7
23689311 2013 7
23688306 2013 3
23687948 2014 7
23687071 2013 2
23685976 2013 3
23685728 2013 8
23685353 2013 5
23684657 2013 7
23683857 2013 5
23683734 2013 19
23683035 2013 3
23682990 2013 4
23682986 2013 2
23682583 2013 4
23682166 2013 7
23682117 2013 12
23681908 2013 1
23681010 2013 3
23680647 2013 5
23680575 2013 6
23680430 2013 6
23680023 2013 2
23679959 2014 3
23679446 2013 3
23679149 2013 5
23678990 NA 9
23678463 2013 4
23677146 2013 7
23676436 2013 6
23676217 2013 17
23674681 2013 13
23674114 2013 4
23673435 2013 9
23673270 2013 1
23673198 2013 6
23671898 2013 3
23671593 2013 13
23671427 2013 8
23671251 2013 3
23671077 2013 12
23670907 2013 7
23670307 2013 7
23669882 2013 9
23665697 2013 4
23665461 2013 6
23664375 2013 2
23663730 2013 5
23663119 2013 6
23662630 2013 3
23662103 2013 4
23661653 2013 4
23661382 2013 7
23660296 2013 4
23660155 2013 3
23659709 2013 5
23659318 2013 4
23658749 2013 5
23658660 2013 3
23658396 2013 5
23658223 2013 7
23657861 2013 5
23657639 2013 7
23656627 2013 3
23654276 2013 7
23652640 2013 4
23652568 2013 2
23651398 2014 5
23651397 2014 5
23650620 2013 4
23649721 2013 3
23649460 2014 8
23648145 2013 14
23647259 2013 7
23647067 2013 6
23646188 2013 8
23645744 2013 5
23645460 2013 5
23645015 2013 7
23644391 2014 5
23643996 2013 8
23643915 2013 6
23643740 2013 5
23643575 2013 3
23643491 2013 1
23642416 2013 7
23642093 2013 2
23641833 2013 3
23641820 2013 5
23639550 2013 10
23639199 2013 7
23638807 2013 4
23637852 2013 3
23637733 2013 10
23637629 2013 9
23636814 2013 3
23636725 2013 2
23636240 2013 7
23635377 2013 4
23635240 2013 4
23634245 2013 4
23633601 2013 10
23633436 2013 6
23632565 2013 5
23630454 2013 18
23630379 2013 1
23630341 2013 7
23630321 2013 6
23629650 2013 7
23628337 2013 4
23627881 2013 11
23627842 2013 1
23627252 2013 5
25202545 2013 6
23625944 2013 7
23624993 2013 10
23624326 2013 6
23624087 2013 9
23623168 2013 11
23622778 2013 6
23621804 2013 4
23621315 2013 2
23620492 2013 4
23619610 2013 17
23619558 2014 8
23619032 2013 7
23618425 2013 6
23618362 2013 6
23617411 2013 5
23616808 2013 5
23616425 2013 6
23616164 2013 8
23616146 NA 4
23615962 2013 4
23615935 2013 4
23615486 2014 14
23614571 2013 7
23613487 2013 5
23613110 2014 4
23613040 2014 13
23612681 2013 5
23611487 2013 3
23610139 2013 5
23610028 2013 7
23609329 2013 6
23606810 2013 1
23606685 NA 9
23604037 2013 2
23604020 2013 15
23602361 2013 6
23601930 2014 5
23601347 2013 7
23599170 2013 7
23599057 2013 2
23599045 2013 11
23598861 2013 7
23598050 2013 3
23597033 2013 6
23596459 2013 16
23596158 2013 16
23595928 2013 5
23595679 2013 2
23595646 2013 4
23594953 2013 3
23594784 2013 6
23594249 2013 5
23593924 2013 5
23593424 2013 4
23593259 2013 3
23593172 2013 10
23593063 2012 4
23592299 2014 3
23592002 NA 6
23591973 2014 2
23591939 2013 1
23591139 2013 3
23591057 2013 7
23590980 2014 5
23590853 2013 4
23590820 2013 7
23590641 2013 11
23588793 2013 1
23588558 2013 4
23588255 2013 8
23587876 2013 2
23586999 NA 3
23586579 2013 8
23586425 2013 3
23586405 2013 3
23586004 2013 6
23585756 2013 3
23584533 2013 17
23584138 2013 9
23583709 2013 4
23582921 2012 2
23582885 2013 4
23582737 2013 4
23582664 2013 4
23582632 2013 2
23582417 2013 7
23580693 2013 5
23580313 2013 6
23580230 2013 8
23578826 2013 3
23578775 2013 9
23578098 2013 3
23576618 2013 3
23576582 2013 3
23576063 2013 4
23575950 2013 7
23575681 2013 14
23574972 2013 11
23574308 2013 15
25167254 2013 994
23573229 2013 3
23572273 2013 3
23571708 2013 6
23571290 2013 4
23568011 2013 9
23567800 2014 2
23567648 2013 2
23567485 2013 5
23564759 2013 9
23564290 2013 4
23563691 2014 9
23563260 2014 3
23562944 2013 9
23561846 2013 18
23559537 2014 5
23559421 2013 2
23557671 2013 8
23557195 2013 10
23555858 2013 6
23555245 2013 6
23554893 2013 7
23553595 2013 5
23553436 2014 2
23552098 2014 5
23551885 2013 2
23551840 NA 7
23551340 2013 12
23550891 2013 3
23550721 2013 9
23549519 2013 4
23549457 NA 3
23549123 2013 5
23549058 2013 5
23548895 2013 4
23548728 2013 3
23548615 2013 13
23548494 2013 7
23548175 2013 7
23548101 2013 9
23545344 NA 8
23544442 2013 6
23542918 2013 8
23542905 2013 5
23542583 2013 2
23542019 2013 3
23541866 2013 3
23540742 2013 1
23540402 2013 5
24991611 2013 2
23539511 2013 7
23538904 NA 7
23538678 2013 6
23538096 2013 5
23537574 2013 5
23536658 2013 8
23536614 2013 9
23536398 2013 7
23536267 2013 7
23535731 2013 445
23535634 2013 6
23535180 2014 6
23534680 2013 2
23532678 2013 3
23530983 2013 9
23530934 2013 6
23527550 2013 4
23482531 2013 1
23524043 2013 7
23523994 2013 5
23523365 2013 3
23522464 2013 5
23522101 2013 5
23522015 2013 4
23522010 2013 5
23520174 2013 4
23519933 2013 5
23519667 2013 5
23519617 2013 2
23519238 2013 4
23519157 2013 8
23517272 2013 4
23516965 2013 3
23516570 2013 9
23516246 2013 15
23516230 NA 4
23515185 2013 9
23514604 2013 7
23512743 2013 11
23512655 2013 7
23512247 2013 5
23510724 2013 7
23509151 2013 8
23508870 2014 4
23508720 2013 2
23508651 2013 4
23508596 NA 2
23508572 2013 10
23508028 2013 4
23507172 2013 13
23506797 2013 5
23506350 2013 7
23505511 2013 8
23505431 2013 8
23505212 2013 7
23504510 2013 2
23503808 2013 6
23503306 2013 4
23500620 2013 4
23500193 2013 4
23499667 2013 2
23499579 2013 5
23498737 2013 4
23497988 2014 4
23497903 2013 4
23497002 2013 7
23496897 2013 4
23496543 2013 4
23494793 2013 4
23493400 2013 6
23491025 2013 8
23489599 2013 3
23489049 2013 3
23487756 2013 4
23486342 NA 7
23485989 2013 4
23485744 2013 6
23485709 2013 3
23483931 2013 5
23483355 2013 2
23481388 2013 16
23481218 2013 3
23480581 2013 3
23479850 2012 4
23479441 2013 3
23478967 2013 7
23478473 2013 8
23478131 2013 7
23477874 2013 5
23477176 NA 2
23476936 2013 3
23474792 2013 2
23474089 2013 3
23473853 2013 2
23473852 2013 5
23473477 2013 2
23473258 2013 2
23472885 2013 2
23472656 2013 6
23472148 2013 5
23471807 2013 1
23471789 2013 1
23471783 2013 8
23471678 2013 2
23471038 2013 6
23470663 2013 1
23470040 2013 3
23469271 2013 5
23469245 2013 8
23468247 2013 2
23467900 2013 7
23466396 2013 6
23465822 2013 7
23465294 2013 11
23463757 2013 6
23463112 2013 5
23462087 2013 4
23461718 2013 1
23461707 2013 19
23461704 2013 2
23461680 2013 8
23461366 2013 3
23461134 2013 3
23458101 2013 11
23457408 2013 10
23456151 2014 3
23455486 2013 5
23454535 2013 4
23453988 2013 6
23453749 2013 10
23452307 2014 8
23452095 2013 7
23451092 2013 4
23450732 2013 6
23450631 2013 2
23450164 2013 4
23449384 2013 3
23448656 2013 1
23447537 2013 3
23446661 2012 4
23446081 2014 5
23445523 2013 6
23445313 2013 4
23444885 2013 4
23444414 2013 6
23442663 2012 3
23442649 2012 3
23442274 2013 4
23440464 2013 2
23439028 2013 3
23438238 2013 8
23437078 2013 16
23436678 2013 11
23436200 2013 5
23434678 2013 7
23434174 2013 4
23433314 2013 4
23433258 2013 6
23432092 2013 3
23431028 2013 3
23431023 2013 3
23429870 2013 9
23428689 2013 3
23428581 2013 6
23428391 2013 3
23427328 2013 7
23425538 2013 18
23424222 2013 9
23423769 2013 5
23423567 2013 9
23423330 2013 3
23423170 2013 8
23422477 NA 6
23422459 2013 3
23422409 2013 3
23422246 2013 1
23421705 2013 3
23420846 2013 4
23420089 2013 3
23419600 2013 14
23419216 2013 1
23418941 2013 4
23418814 2013 4
23417621 2014 3
23417431 2013 2
23417399 2012 4
23416240 2013 5
23415813 2013 10
23415157 2013 2
23414816 2013 5
23414114 2013 9
23414088 2013 13
23411088 2013 3
23410246 2013 5
23409184 2013 4
23408468 2013 4
23408450 2013 4
23407630 2013 9
23406585 2013 6
23406269 2013 8
23406195 2013 4
23405018 2013 4
23404793 2013 11
23403393 2013 4
23403232 2013 9
23403201 2013 5
23400907 2013 11
23400050 2013 4
23399548 2013 6
23399106 2013 5
23398473 2013 10
23398264 2013 3
23397954 2013 5
23365385 2012 5
23365279 2012 6
23395003 2013 3
23394824 2014 9
23394821 2013 4
23394781 2013 4
23394522 2013 1
23394364 2013 7
23393557 2013 22
23393250 2013 2
23393169 2013 9
23392869 2013 6
23392684 2013 10
23392390 2013 8
23391292 2013 5
23388497 2013 4
23387495 2013 10
23384311 2013 3
23382781 2013 2
23382571 2013 13
23382263 2013 5
23382159 2013 7
23381884 2013 4
23381718 2013 7
23378036 2014 3
23377698 2013 7
23377143 2014 4
23376095 2013 5
23375787 2013 8
23375425 2013 4
23374187 2013 3
23373466 2013 5
23373423 2013 4
23372832 2013 8
23372461 2013 3
23371316 2013 7
23370690 2013 5
23368523 2013 6
23368466 2012 4
23368298 2012 3
23364268 2013 3
23362964 2013 1
24916679 2013 3
23362112 2013 4
23361013 2013 9
23360819 2013 20
23360316 2013 12
23360271 2013 3
23360270 2013 4
23360269 2013 3
23360124 2013 10
23359667 2013 3
23359655 2013 6
23357599 2013 3
23357211 2013 5
23356724 2013 8
23356635 2013 7
23356401 2013 4
23355162 2013 4
23354808 2013 4
23352105 2013 4
23351307 2012 9
23349784 2013 14
23349504 2013 19
23349423 2013 1
23348771 2013 3
23348560 2013 5
23347514 2013 3
23346980 2013 5
23346117 2012 3
23345987 2013 5
23345632 2013 6
23345616 2013 3
23345399 2013 8
23345161 2013 7
23343097 2013 4
23342139 2013 5
23341975 2013 7
23341947 2013 5
23341857 2012 5
23340012 2013 7
23339440 2013 4
23339241 2013 1
23337684 NA 4
23337537 2013 6
23336812 2013 11
23336427 2013 6
23336254 2013 5
23335866 2013 7
23335499 NA 5
23334956 2013 8
23334461 2013 7
23333808 2013 7
23333561 2013 16
23329677 2013 3
23329123 2013 2
23328992 2013 4
23328264 2013 1
23327647 2013 8
23327115 2013 3
23326508 2013 12
23325851 2013 5
23325466 2013 3
23325245 2013 7
23325073 2013 6
23324056 2013 5
23318746 2012 1
23295703 2012 5
23322719 2013 6
23322633 2013 2
23320907 2013 8
23320691 2013 2
